insitu_leq,gain_s,soundscape,monotonous,annoying,calm,uneventful,vibrant,chaotic,eventful,pleasant,fold_r,participant,masker,fold_m,class,site,site_index,citation,license,comments,gain_46dB,leq_at_gain_46dB,gain_47dB,leq_at_gain_47dB,gain_48dB,leq_at_gain_48dB,gain_49dB,leq_at_gain_49dB,gain_50dB,leq_at_gain_50dB,gain_51dB,leq_at_gain_51dB,gain_52dB,leq_at_gain_52dB,gain_53dB,leq_at_gain_53dB,gain_54dB,leq_at_gain_54dB,gain_55dB,leq_at_gain_55dB,gain_56dB,leq_at_gain_56dB,gain_57dB,leq_at_gain_57dB,gain_58dB,leq_at_gain_58dB,gain_59dB,leq_at_gain_59dB,gain_60dB,leq_at_gain_60dB,gain_61dB,leq_at_gain_61dB,gain_62dB,leq_at_gain_62dB,gain_63dB,leq_at_gain_63dB,gain_64dB,leq_at_gain_64dB,gain_65dB,leq_at_gain_65dB,gain_66dB,leq_at_gain_66dB,gain_67dB,leq_at_gain_67dB,gain_68dB,leq_at_gain_68dB,gain_69dB,leq_at_gain_69dB,gain_70dB,leq_at_gain_70dB,gain_71dB,leq_at_gain_71dB,gain_72dB,leq_at_gain_72dB,gain_73dB,leq_at_gain_73dB,gain_74dB,leq_at_gain_74dB,gain_75dB,leq_at_gain_75dB,gain_76dB,leq_at_gain_76dB,gain_77dB,leq_at_gain_77dB,gain_78dB,leq_at_gain_78dB,gain_79dB,leq_at_gain_79dB,gain_80dB,leq_at_gain_80dB,gain_81dB,leq_at_gain_81dB,gain_82dB,leq_at_gain_82dB,gain_83dB,leq_at_gain_83dB,Savg_m,Smax_m,Sargmax_m,S05_m,S10_m,S20_m,S30_m,S40_m,S50_m,S60_m,S70_m,S80_m,S90_m,S95_m,Navg_m,Nrmc_m,Nmax_m,Nargmax_m,N05_m,N10_m,N20_m,N30_m,N40_m,N50_m,N60_m,N70_m,N80_m,N90_m,N95_m,Favg_m,Fmax_m,Fargmax_m,F05_m,F10_m,F20_m,F30_m,F40_m,F50_m,F60_m,F70_m,F80_m,F90_m,F95_m,LAavg_m,LAmin_m,LAargmin_m,LAmax_m,LAargmax_m,LA05_m,LA10_m,LA20_m,LA30_m,LA40_m,LA50_m,LA60_m,LA70_m,LA80_m,LA90_m,LA95_m,LCavg_m,LCmin_m,LCargmin_m,LCmax_m,LCargmax_m,LC05_m,LC10_m,LC20_m,LC30_m,LC40_m,LC50_m,LC60_m,LC70_m,LC80_m,LC90_m,LC95_m,Ravg_m,Rmax_m,Rargmax_m,R05_m,R10_m,R20_m,R30_m,R40_m,R50_m,R60_m,R70_m,R80_m,R90_m,R95_m,Tgavg_m,Tavg_m,Tmax_m,Targmax_m,T05_m,T10_m,T20_m,T30_m,T40_m,T50_m,T60_m,T70_m,T80_m,T90_m,T95_m,M00005_0_m,M00006_3_m,M00008_0_m,M00010_0_m,M00012_5_m,M00016_0_m,M00020_0_m,M00025_0_m,M00031_5_m,M00040_0_m,M00050_0_m,M00063_0_m,M00080_0_m,M00100_0_m,M00125_0_m,M00160_0_m,M00200_0_m,M00250_0_m,M00315_0_m,M00400_0_m,M00500_0_m,M00630_0_m,M00800_0_m,M01000_0_m,M01250_0_m,M01600_0_m,M02000_0_m,M02500_0_m,M03150_0_m,M04000_0_m,M05000_0_m,M06300_0_m,M08000_0_m,M10000_0_m,M12500_0_m,M16000_0_m,M20000_0_m,smr,stimulus_index
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00003.wav,5,water,Freesound,167034,"soundrecorder7, FS167034. Accessible at https://freesound.org/s/167034.",Creative Commons 0,Rain,0.069278,46.085747,0.080544,46.95065,0.095837,48.063063,0.10923,48.965311,0.127113,50.063165,0.145012,51.063305,0.165263,52.092263,0.185761,53.019869,0.209686,54.012942,0.237672,55.051115,0.265636,55.976498,0.30328,57.09882,0.340285,58.076626,0.381806,59.06068,0.428394,60.043271,0.480666,61.038904,0.539316,62.032771,0.605122,63.031153,0.678958,64.027421,0.761804,65.021975,0.854758,66.02232,0.959054,67.02168,1.076076,68.021972,1.207378,69.020352,1.3547,70.021669,1.519998,71.021376,1.705466,72.02241,1.913564,73.020965,2.147055,74.024787,2.409035,75.023472,2.702982,76.025839,3.032795,77.024076,3.402852,78.024201,3.818063,79.025958,4.283937,80.025015,4.806656,81.024241,5.393157,82.025674,6.051222,83.056337,1.92,2.09,16.7,2.0,1.98,1.96,1.94,1.93,1.92,1.91,1.9,1.88,1.86,1.84,11.8,11.89176013,17.2,26.9,13.3,13.1,12.7,12.4,12.1,11.8,11.5,11.2,10.9,10.5,10.3,0.0119,0.0969,2.01,0.0563,0.0181,0.0125,0.00943,0.00759,0.00678,0.00575,0.00526,0.00454,0.00372,0.00326,58.06,55.2,28.1,62.04,27.0,59.45,59.22,58.96,58.71,58.35,57.93,57.62,57.29,56.9,56.39,55.92,58.19,55.76,28.1,61.97,27.0,59.52,59.31,59.04,58.75,58.44,58.08,57.8,57.49,57.11,56.67,56.32,0.0253,0.0481,22.8,0.0347,0.0321,0.0295,0.0278,0.0263,0.0248,0.0234,0.0219,0.0205,0.0187,0.0176,0.0336,0.0097,0.108,14.7,0.0331,0.0251,0.0166,0.0115,0.00805,0.00552,0.00344,0.00136,0.0,0.0,0.0,-36.66,-35.31,-35.48,-36.59,-29.66,-22.95,-16.39,-11.87,-6.95,-2.15,3.77,9.24,15.29,19.77,24.57,26.86,28.4,32.89,36.33,39.44,43.23,45.31,46.66,47.5,48.74,47.88,48.71,47.3,47.54,46.51,45.97,44.55,43.14,38.12,35.65,30.36,22.0,-3,85
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00004.wav,3,water,Freesound,169181,"klankbeeld, FS169181. Accessible at https://freesound.org/s/169181.",Creative Commons Attribution 3.0,Waves,0.00894,45.941595,0.010811,47.037232,0.012574,47.976706,0.014619,49.004015,0.017005,50.099319,0.019013,50.948203,0.021715,51.976762,0.024729,53.025406,0.027753,53.959477,0.031225,54.907357,0.035584,56.010795,0.040058,57.015969,0.04502,58.013439,0.050567,59.00501,0.05722,60.046471,0.063832,60.995529,0.071686,61.983419,0.080542,62.984635,0.090498,63.992441,0.101977,65.012234,0.114121,66.012279,0.128099,67.022495,0.14357,68.011378,0.160957,68.99887,0.180906,70.002672,0.202695,70.997479,0.227668,72.010209,0.255711,73.021767,0.287013,74.02985,0.322435,75.001978,0.361319,76.037206,0.405406,77.040725,0.454873,78.036602,0.510376,79.029543,0.573241,80.002015,0.642526,81.019525,0.720926,82.013989,0.812025,83.001135,1.56,1.88,28.5,1.74,1.7,1.66,1.63,1.6,1.57,1.54,1.49,1.44,1.4,1.38,12.0,13.16471662,24.0,19.0,18.9,17.5,15.3,14.0,12.7,11.8,10.4,9.34,8.37,7.24,6.65,0.012,0.0968,1.95,0.0526,0.0164,0.0111,0.00989,0.00896,0.00821,0.0071,0.00549,0.00467,0.00395,0.00337,60.22,46.7,29.7,68.21,19.1,65.1,64.11,62.32,60.96,59.71,58.59,56.7,55.01,53.58,51.33,50.36,62.13,50.4,28.0,70.11,19.1,66.81,65.92,64.07,62.8,61.43,60.69,59.33,57.44,56.25,54.42,53.33,0.0293,0.0612,13.6,0.0456,0.0404,0.0356,0.0325,0.0298,0.0278,0.0262,0.0247,0.0226,0.02,0.018,0.0374,0.0113,0.139,29.6,0.0424,0.0301,0.0188,0.0129,0.00879,0.00582,0.00328,0.00115,0.0,0.0,0.0,-43.16,-41.81,-38.74,-36.65,-30.31,-23.77,-14.47,-7.65,-2.18,5.72,11.2,14.93,20.38,23.99,28.56,31.93,35.3,39.18,44.39,47.44,49.92,52.92,51.51,51.28,49.07,49.56,47.77,45.99,45.23,44.2,42.6,41.61,38.98,37.31,34.24,29.83,20.46,6,86
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00005.wav,5,water,Freesound,169250,"skyko, FS169250. Accessible at https://freesound.org/s/169250.",Creative Commons 0,Fountain,0.058041,45.916706,0.070255,46.970478,0.081603,47.945921,0.094946,48.963064,0.110292,50.059346,0.123784,50.921193,0.143595,52.080924,0.161107,53.004438,0.180757,53.949283,0.202657,54.900111,0.231528,56.018174,0.260629,57.011054,0.293124,58.01617,0.329095,59.00749,0.372351,60.048292,0.414982,60.995743,0.465931,61.98544,0.523451,62.988195,0.58783,63.995781,0.662931,65.020731,0.740743,66.008686,0.83138,67.021364,0.932323,68.01705,1.044604,68.998207,1.175681,70.018159,1.314884,70.989034,1.476548,71.997045,1.658414,73.008035,1.861847,74.015286,2.089565,75.00322,2.344076,76.02072,2.632884,77.034623,2.954145,78.035089,3.314605,79.028938,3.724087,80.021499,4.17284,81.021564,4.682004,82.02008,5.265522,83.020836,2.33,2.62,17.4,2.46,2.43,2.4,2.37,2.35,2.33,2.31,2.29,2.26,2.22,2.19,9.99,10.05680224,13.3,7.04,11.4,11.0,10.6,10.4,10.1,9.96,9.77,9.56,9.33,9.01,8.74,0.0196,0.0717,1.97,0.0426,0.0254,0.0227,0.0196,0.0184,0.0176,0.0167,0.0153,0.0136,0.0123,0.011,57.23,55.01,3.1,60.21,7.04,58.54,58.2,57.83,57.53,57.32,57.12,56.91,56.7,56.46,56.21,56.01,56.34,54.0,3.1,59.78,24.2,57.7,57.26,56.9,56.62,56.41,56.22,56.0,55.77,55.56,55.28,55.05,0.0262,0.0517,1.87,0.0378,0.0348,0.0312,0.0288,0.0269,0.0253,0.0239,0.0225,0.021,0.019,0.0175,0.0429,0.0186,0.2,11.6,0.0592,0.0437,0.0291,0.0211,0.0152,0.0115,0.00845,0.00581,0.00294,6.37e-05,0.0,-23.32,-21.97,-21.31,-21.1,-18.47,-14.32,-12.93,-10.21,-8.55,-6.59,-2.52,0.3,0.91,6.44,13.63,16.86,19.26,24.12,26.12,34.83,39.2,39.83,43.97,44.61,43.98,44.72,45.15,47.37,49.16,48.13,48.09,46.06,42.19,43.91,41.34,32.38,24.09,-3,87
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00006.wav,3,water,Freesound,185062,"KaiLietzke, FS185062. Accessible at https://freesound.org/s/185062.",Creative Commons Attribution 3.0,Rain,0.045149,46.007687,0.053587,46.975472,0.062081,47.946664,0.072262,48.959923,0.083972,50.059749,0.094141,50.922507,0.10936,52.08044,0.122772,53.002627,0.137784,53.937455,0.156877,55.02868,0.176397,56.007192,0.198665,57.015006,0.223295,58.01502,0.250779,59.011836,0.283487,60.043976,0.316146,61.000125,0.354825,61.984482,0.398389,62.977716,0.447802,63.989929,0.505108,65.015937,0.56456,66.003427,0.633644,67.019995,0.710445,68.015891,0.796366,69.002944,0.894642,70.014197,1.00219,70.994612,1.125415,72.00443,1.264384,73.020148,1.419313,74.030005,1.595109,75.017608,1.787133,76.036903,2.007185,77.05524,2.252099,78.055584,2.526896,79.048575,2.839956,80.016014,3.181174,81.036948,3.569336,82.033145,4.017089,83.017202,2.19,2.51,7.07,2.35,2.31,2.27,2.24,2.22,2.2,2.17,2.15,2.12,2.09,2.06,12.1,12.17969254,17.3,0.244,13.8,13.4,13.1,12.8,12.3,11.9,11.6,11.4,11.2,10.9,10.7,0.00955,0.129,1.95,0.0652,0.0119,0.00399,0.00335,0.00315,0.00298,0.00284,0.00274,0.00257,0.00238,0.00229,58.95,48.37,0.029,62.02,7.96,60.73,60.46,60.1,59.76,58.94,58.56,58.2,57.87,57.56,57.28,57.03,59.96,48.25,0.029,73.44,12.5,61.38,60.29,59.71,59.42,59.18,58.64,58.19,57.76,57.39,56.98,56.77,0.0223,0.0584,0.145,0.0313,0.0289,0.0261,0.0244,0.023,0.0217,0.0205,0.0195,0.0182,0.0164,0.0152,0.036,0.00856,0.15,0.4,0.0353,0.0254,0.0137,0.00883,0.00565,0.00318,0.00135,0.0,0.0,0.0,0.0,-52.51,-51.16,-39.95,-36.41,-23.84,-16.37,-4.53,4.07,11.71,16.79,18.55,21.17,22.14,20.39,21.64,24.17,26.71,30.31,34.33,35.58,38.5,41.71,46.73,47.46,48.69,50.69,48.65,46.48,47.15,47.94,47.62,46.58,45.07,47.21,44.82,39.97,28.81,-6,88
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00007.wav,1,water,Freesound,202915,"Tritus, FS202915. Accessible at https://freesound.org/s/202915.",Creative Commons Attribution 3.0,Fountain,0.083168,45.923236,0.100597,46.983826,0.116821,47.954714,0.13591,48.972731,0.157926,50.069454,0.177208,50.93207,0.205709,52.090616,0.230738,53.001673,0.258775,53.951076,0.290045,54.900316,0.33111,56.008236,0.372774,57.009227,0.419424,58.020672,0.470707,59.00874,0.533189,60.052086,0.593726,60.996806,0.666438,61.976688,0.748771,62.986093,0.840949,63.994103,0.94932,65.025794,1.059793,66.007489,1.189642,67.020767,1.333736,68.01387,1.493498,68.991435,1.682966,70.019042,1.881527,70.990006,2.112637,71.99866,2.372966,73.009408,2.66363,74.015337,2.997526,75.018912,3.354144,76.023598,3.768104,77.039795,4.227883,78.040747,4.743762,79.034979,5.333672,80.027412,5.972043,81.027408,6.700743,82.02409,7.541227,83.027,2.04,2.45,22.4,2.25,2.2,2.15,2.11,2.07,2.04,2.01,1.97,1.93,1.87,1.83,9.77,9.910652501,15.1,2.21,11.8,11.3,10.7,10.3,10.0,9.72,9.42,9.13,8.8,8.34,7.99,0.0402,0.0904,1.97,0.0658,0.0571,0.0521,0.0477,0.0435,0.0386,0.0342,0.0307,0.0281,0.025,0.0215,58.13,54.74,22.4,64.33,11.5,59.99,59.44,58.83,58.5,58.16,57.88,57.61,57.31,57.0,56.56,56.2,58.04,54.49,22.5,65.58,11.5,59.98,59.43,58.83,58.41,58.07,57.74,57.45,57.11,56.74,56.24,55.85,0.0485,0.118,11.6,0.073,0.0669,0.0593,0.0542,0.0502,0.047,0.0437,0.0404,0.0366,0.0325,0.0288,0.0905,0.0764,0.534,5.32,0.235,0.184,0.121,0.0836,0.0643,0.0512,0.0392,0.0301,0.0216,0.0139,0.00861,-49.02,-47.68,-43.27,-40.68,-34.19,-27.6,-19.6,-11.82,-6.12,-3.53,1.09,3.37,4.78,9.17,13.07,23.52,26.45,22.77,32.26,37.03,45.57,49.15,44.73,45.06,46.55,47.69,45.78,46.46,48.7,49.21,48.22,44.08,42.07,38.94,34.06,28.62,20.14,0,89
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00008.wav,3,water,Freesound,243629,"lebaston100, FS243629. Accessible at https://freesound.org/s/243629.",Creative Commons Attribution 3.0,Rain,0.005217,46.04963,0.00608,46.92418,0.007047,47.901355,0.008194,48.918447,0.009527,50.016288,0.010858,51.013949,0.012397,52.037329,0.013918,52.96573,0.01562,53.901761,0.017796,54.991146,0.020081,56.010485,0.022601,57.01276,0.025403,58.015991,0.028529,59.010724,0.032151,60.01619,0.035962,60.998031,0.040388,61.991643,0.045334,62.981309,0.050922,63.985631,0.057283,64.994394,0.064179,66.003449,0.072045,67.021433,0.08075,68.011438,0.090521,68.999671,0.101512,69.992425,0.113919,70.992862,0.12795,72.003489,0.14372,73.015852,0.161302,74.025858,0.180925,74.99565,0.203042,76.030598,0.228195,77.052335,0.256039,78.051976,0.28728,79.044685,0.322062,79.998022,0.361665,81.037076,0.405794,82.031325,0.455585,83.006231,2.05,2.17,26.3,2.11,2.1,2.09,2.08,2.07,2.06,2.05,2.03,2.02,1.99,1.96,12.2,12.17656572,14.1,21.5,12.8,12.7,12.5,12.4,12.3,12.2,12.1,12.0,11.8,11.7,11.5,0.007,0.0795,1.95,0.0427,0.00681,0.00466,0.00367,0.00325,0.00307,0.00284,0.00264,0.00252,0.00227,0.00209,58.16,57.14,0.0348,58.94,26.9,58.67,58.56,58.43,58.35,58.26,58.17,58.07,57.98,57.86,57.71,57.6,57.95,56.74,0.029,60.43,5.87,58.85,58.38,58.16,58.06,57.98,57.9,57.82,57.71,57.58,57.39,57.25,0.0223,0.0465,16.7,0.0318,0.0288,0.0258,0.024,0.0226,0.0217,0.0205,0.0195,0.0184,0.0168,0.0157,0.0298,0.00583,0.0829,21.6,0.0248,0.0181,0.0104,0.00615,0.00362,0.00172,0.000188,0.0,0.0,0.0,0.0,-37.82,-36.47,-38.34,-65.5,-59.16,-52.62,-43.72,-35.27,-25.32,-14.25,-4.1,5.14,13.05,18.39,22.84,26.42,28.65,33.94,35.8,38.64,41.14,44.22,45.98,46.89,47.95,48.93,47.73,47.44,47.45,47.31,47.64,46.98,44.01,40.04,34.37,23.87,9.48,0,90
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00009.wav,3,water,Freesound,249485,"monotraum, FS249485. Accessible at https://freesound.org/s/249485.",Creative Commons 0,Fountain,0.05918,45.911872,0.071636,46.969284,0.083188,47.934266,0.096762,48.951238,0.112392,50.053869,0.126182,50.919818,0.146381,52.080509,0.16419,52.998417,0.184268,53.940793,0.209834,55.026906,0.235857,56.010421,0.265667,57.005191,0.29874,58.013165,0.335431,59.007775,0.379645,60.04829,0.423008,60.995193,0.474937,61.986736,0.533548,62.989795,0.599249,63.99748,0.675994,65.021884,0.755022,66.008017,0.847237,67.021668,0.949776,68.011002,1.064707,68.995833,1.198728,70.019306,1.340099,70.990689,1.504836,71.998303,1.689977,73.007578,1.89737,74.015512,2.134747,75.022118,2.388508,76.021412,2.684409,77.041162,3.011956,78.040482,3.37947,79.03428,3.797757,80.026354,4.254501,81.029986,4.773629,82.02595,5.370027,83.025592,1.97,2.32,13.2,2.13,2.09,2.05,2.02,2.0,1.98,1.95,1.93,1.9,1.86,1.83,10.7,10.78182505,15.7,4.15,12.3,11.9,11.4,11.1,10.9,10.7,10.4,10.2,9.92,9.57,9.29,0.0197,0.0993,1.95,0.0524,0.0228,0.0203,0.0191,0.018,0.0165,0.0151,0.0142,0.0134,0.0121,0.011,57.51,51.5,0.0232,61.29,29.0,59.02,58.53,58.08,57.8,57.57,57.36,57.16,56.94,56.71,56.42,56.14,57.74,51.56,0.0232,60.76,29.0,59.23,58.81,58.37,58.07,57.82,57.59,57.38,57.14,56.89,56.56,56.31,0.0436,0.111,24.4,0.0724,0.0638,0.0541,0.048,0.0441,0.0408,0.0379,0.0348,0.0322,0.0285,0.026,0.0514,0.0454,0.21,23.2,0.104,0.0851,0.0647,0.0522,0.0441,0.038,0.0329,0.0271,0.0219,0.0165,0.0123,-69.81,-68.46,-69.91,-76.43,-65.92,-58.61,-46.4,-34.48,-22.78,-8.18,2.33,10.96,13.07,15.86,20.0,22.53,32.38,38.69,39.63,40.32,39.23,40.09,45.16,44.99,47.51,48.75,48.34,47.62,48.03,46.94,44.56,41.91,40.84,42.35,39.1,32.34,20.26,0,91
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00010.wav,3,water,Freesound,256009,"Jagadamba, FS256009. Accessible at https://freesound.org/s/256009.",Creative Commons Attribution 3.0,River,0.00412,45.931064,0.004989,47.008422,0.005783,47.986403,0.006724,48.998721,0.007818,50.089059,0.008758,50.945072,0.010011,51.971941,0.011417,53.022097,0.012815,53.961869,0.014374,54.906513,0.016391,56.010108,0.018457,57.012778,0.020753,58.010514,0.023309,59.011243,0.026376,60.042698,0.029409,60.998105,0.033027,61.986659,0.037096,62.981404,0.041678,63.987361,0.047005,65.011763,0.052562,66.001686,0.059026,67.019335,0.066188,68.013885,0.074184,69.002675,0.083286,70.003167,0.093381,70.995996,0.104874,72.005804,0.117835,73.023817,0.132324,74.035438,0.148499,75.032021,0.166498,76.03671,0.186877,77.038991,0.209679,78.046168,0.235264,79.039102,0.264533,80.005958,0.29618,81.027768,0.33232,82.020962,0.374062,83.000985,1.6,1.74,4.39,1.67,1.65,1.63,1.62,1.61,1.6,1.59,1.58,1.57,1.55,1.54,14.3,14.36138687,17.0,1.98,15.2,15.0,14.8,14.6,14.5,14.4,14.2,14.1,13.9,13.7,13.5,0.00823,0.078,1.94,0.0435,0.00853,0.00552,0.00503,0.00465,0.00447,0.00428,0.00405,0.00377,0.00338,0.00328,60.79,55.42,0.0174,62.98,1.04,61.61,61.36,61.15,61.01,60.87,60.75,60.64,60.53,60.4,60.23,60.1,63.22,58.48,0.157,64.74,10.1,64.0,63.86,63.65,63.48,63.35,63.22,63.08,62.95,62.81,62.61,62.4,0.0288,0.0533,20.4,0.0408,0.0371,0.0338,0.0314,0.0296,0.0279,0.0266,0.0252,0.0235,0.0214,0.0197,0.0362,0.0139,0.117,2.57,0.048,0.0344,0.024,0.0175,0.0124,0.00846,0.0055,0.00276,0.000426,0.0,0.0,-56.42,-55.07,-49.51,-46.61,-37.19,-30.0,-20.42,-10.56,-3.45,1.27,9.13,13.16,18.79,29.16,33.45,36.54,39.24,41.95,45.78,49.35,49.78,52.06,53.68,51.09,50.84,48.9,47.69,45.32,44.22,44.45,45.19,43.79,41.68,35.67,27.86,18.18,-5.89,3,92
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00011.wav,2,water,Freesound,260056,"ivolipa, FS260056. Accessible at https://freesound.org/s/260056.",Creative Commons 0,Fountain,0.004088,46.083499,0.004754,46.94107,0.005514,47.902472,0.006419,48.929744,0.007455,50.021979,0.008509,51.019166,0.009716,52.045796,0.010902,52.965822,0.012231,53.909455,0.013923,54.990593,0.015718,56.011532,0.017693,57.009515,0.019893,58.016921,0.022331,59.010725,0.025178,60.017192,0.028153,60.999154,0.031603,61.986491,0.035488,62.981967,0.039871,63.989145,0.044845,64.994581,0.050251,66.00451,0.056408,67.021269,0.063243,68.015011,0.070879,69.001231,0.079461,69.992663,0.089185,70.991102,0.100143,71.999801,0.112502,73.013077,0.126324,74.024412,0.141553,74.996399,0.159066,76.033328,0.178643,77.048339,0.20044,78.048119,0.224898,79.043946,0.252059,79.999081,0.283129,81.035872,0.317676,82.03024,0.356319,82.999819,2.58,2.86,16.2,2.72,2.69,2.65,2.62,2.6,2.58,2.56,2.54,2.51,2.48,2.44,10.0,10.12185546,14.2,14.7,11.5,11.2,10.8,10.5,10.3,10.0,9.83,9.58,9.28,8.85,8.51,0.0144,0.049,1.94,0.0318,0.0258,0.0172,0.014,0.0124,0.0113,0.011,0.0105,0.00966,0.00876,0.00817,58.02,54.29,8.53,60.49,0.0,59.33,59.0,58.67,58.41,58.18,57.95,57.76,57.55,57.28,56.82,56.31,56.67,52.9,8.53,60.04,0.128,57.94,57.67,57.34,57.08,56.84,56.61,56.39,56.18,55.92,55.43,54.95,0.0202,0.0559,15.2,0.0294,0.0268,0.024,0.0222,0.0208,0.0194,0.0184,0.0172,0.0161,0.0146,0.0133,0.0364,0.00895,0.129,7.46,0.0354,0.0229,0.0147,0.00965,0.00659,0.00426,0.0023,0.000656,0.0,0.0,0.0,-40.1,-38.75,-35.07,-32.73,-25.29,-18.45,-10.92,-6.09,-1.75,1.63,4.21,4.99,3.47,5.49,9.28,14.03,16.2,22.23,28.28,32.33,32.27,33.31,38.6,39.9,42.12,45.89,45.97,46.27,48.89,49.98,50.75,48.09,45.61,46.26,44.14,36.56,26.03,6,93
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00012.wav,4,water,Freesound,260980,"VlatkoBlazek, FS260980. Accessible at https://freesound.org/s/260980.",Creative Commons Attribution 3.0,Rain,0.004603,46.007783,0.005563,47.087582,0.006446,48.082507,0.007366,48.996045,0.008414,49.975306,0.009744,51.093167,0.010942,52.000614,0.012283,52.930445,0.014004,54.005316,0.015955,55.094507,0.01777,56.006381,0.019999,57.002181,0.022467,58.010539,0.025232,59.008992,0.028389,60.000292,0.031795,60.99449,0.03569,61.986175,0.04008,62.98602,0.04501,63.994624,0.050565,64.98594,0.056712,66.010188,0.063637,67.02255,0.071326,68.011742,0.079932,68.99724,0.089653,69.988257,0.100609,70.992498,0.112961,72.002512,0.126976,73.018849,0.142369,74.019842,0.159726,74.993606,0.179206,76.017511,0.201629,77.054806,0.226231,78.053952,0.253836,79.048445,0.284173,79.998222,0.31956,81.042565,0.358553,82.040541,0.401994,82.999485,1.76,2.14,23.9,1.81,1.79,1.78,1.77,1.76,1.76,1.75,1.75,1.74,1.73,1.72,9.71,9.726380004,11.7,3.99,10.3,10.2,9.99,9.89,9.79,9.71,9.63,9.53,9.42,9.27,9.15,0.00588,0.0662,1.94,0.0378,0.00607,0.0033,0.0029,0.00264,0.00252,0.00235,0.00217,0.00207,0.00192,0.00172,56.68,55.56,22.8,57.97,10.3,57.3,57.19,57.02,56.89,56.79,56.69,56.59,56.46,56.28,56.06,55.94,56.07,54.96,22.8,57.17,10.3,56.7,56.58,56.41,56.27,56.17,56.08,55.96,55.85,55.69,55.5,55.34,0.0235,0.0479,10.1,0.033,0.0306,0.0279,0.0258,0.0242,0.0228,0.0217,0.0205,0.0192,0.0176,0.0159,0.043,0.0254,0.158,14.3,0.0723,0.0545,0.0395,0.0307,0.0236,0.0186,0.0144,0.0107,0.00756,0.0041,0.00154,-56.88,-55.53,-51.99,-49.7,-42.86,-36.18,-28.51,-16.79,-9.02,-2.42,5.73,10.56,8.55,9.83,13.52,19.82,24.37,25.26,29.31,32.83,37.54,41.78,42.24,44.04,47.01,49.08,49.73,49.81,45.34,43.15,41.23,37.35,33.58,28.69,23.57,18.28,10.47,-6,94
65,1,of2.wav,1,1,1,1,1,1,1,1,1,00001,water_00013.wav,5,water,Freesound,261445,"klankbeeld, FS261445. Accessible at https://freesound.org/s/261445.",Creative Commons Attribution 3.0,Waves,0.178918,45.973971,0.216449,47.055181,0.251761,47.987472,0.292816,49.007612,0.340215,50.093295,0.380725,50.933132,0.44183,52.083882,0.495059,52.998531,0.555539,53.925918,0.635312,55.010162,0.715525,56.010172,0.806008,57.013816,0.906359,58.012711,1.018598,59.006991,1.145473,59.991332,1.286045,60.995942,1.444951,61.98702,1.623375,62.986392,1.824249,63.994133,2.040997,64.950253,2.300863,66.012642,2.582538,67.021234,2.89503,68.008803,3.247961,69.002028,3.621702,69.937078,4.088947,70.997403,4.593216,72.00657,5.158472,73.019334,5.789329,74.028014,6.453162,74.936707,7.283325,76.030294,8.172026,77.034184,9.169163,78.029931,10.287971,79.025155,11.477043,79.943875,12.951788,81.018798,14.532145,82.014032,16.246708,82.941364,1.27,1.97,12.4,1.42,1.38,1.32,1.3,1.27,1.26,1.24,1.22,1.2,1.18,1.17,15.5,15.57383514,24.5,12.6,17.6,16.9,16.4,16.0,15.7,15.4,15.1,14.8,14.4,14.1,13.8,0.0124,0.124,1.94,0.069,0.0132,0.00909,0.00818,0.00717,0.00625,0.00563,0.00525,0.00471,0.00424,0.00396,61.14,57.76,0.029,66.53,12.6,63.27,62.18,61.65,61.35,61.09,60.79,60.53,60.33,60.1,59.71,59.46,70.77,66.73,0.029,74.52,26.2,73.03,72.46,71.69,71.06,70.68,70.37,70.11,69.84,69.52,69.11,68.79,0.0341,0.0841,21.8,0.0461,0.043,0.0398,0.0373,0.0354,0.0336,0.0319,0.0301,0.0281,0.0253,0.0234,0.156,0.119,0.775,28.1,0.432,0.317,0.201,0.138,0.0958,0.0648,0.0435,0.028,0.0155,0.00486,0.0,-49.25,-47.9,-37.22,-33.71,-22.19,-14.79,-4.55,0.97,8.01,17.01,26.36,34.55,39.89,46.73,46.35,47.14,46.81,47.95,45.69,46.87,48.95,50.61,51.73,51.88,51.87,49.96,47.16,45.29,45.54,45.47,42.6,40.64,38.43,36.97,31.86,30.04,27.0,3,95
